GROSS_SPA,NET_SPA,NET_SUBMITTED,REQUESTER_CODE,FDR_VERSION,DOC_DATE,PE_NO,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
13.95,9.7,10.76,INTA,2,30-APR-20,647.001,PR,2019/0273(COD),LEG,COD,MAIN,INTA,INTA
5.94,3.66,3.66,EMPL,2,03-FEB-20,646.989,AM,2019/2975(RSP),DECL,RSP,MAIN,EMPL,EMPL
140.54,74.43,74.43,EMPL,4,03-FEB-20,646.888,AM,2019/2975(RSP),DECL,RSP,MAIN,EMPL,EMPL
6.47,3.68,3.85,EMPL,1,15-JAN-20,646.825,RE,2019/2975(RSP),DECL,RSP,MAIN,EMPL,EMPL
0.8,0.58,0.58,ECR,1,15-JAN-20,646.825,NR,2019/2975(RSP),DECL,RSP,MAIN,EMPL,EMPL
30.0,18.46,19.81,DG1-DEPOT,3,17-JUL-20,648.53,RR,2020/2003(INI),ANRE,INI,MAIN,AFET,AFET
130.78,116.37,116.37,AFET,3,05-MAY-20,650.639,AM,2020/2003(INI),ANRE,INI,MAIN,AFET,AFET
11.4,8.11,8.56,AFET,2,01-APR-20,648.53,PR,2020/2003(INI),ANRE,INI,MAIN,AFET,AFET
81.55,37.54,37.54,AFET,4,15-SEP-21,697.564,AM,2020/2001(INI),INIT,INI,MAIN,AFET,AFET
27.3,20.78,20.78,DG1-DEPOT,4,16-NOV-21,695.308,RR,2020/2001(INI),INIT,INI,MAIN,AFET,AFET
10.5,8.16,8.16,AFET,7,15-JUL-21,695.308,PR,2020/2001(INI),INIT,INI,MAIN,AFET,AFET
39.48,27.62,29.26,DG1-DEPOT,3,01-JUL-20,646.966,RR,2020/2002(INI),INIT,INI,MAIN,AFET,AFET
3.61,3.17,3.32,DEVE,4,02-JUN-20,650.687,AL,2020/2002(INI),INIT,INI,AVI,DEVE,DEVE
9.39,8.24,8.61,AFET,2,14-APR-20,646.966,PR,2020/2002(INI),INIT,INI,MAIN,AFET,AFET
40.9,37.99,37.99,AFET,2,07-MAY-20,650.695,AM,2020/2002(INI),INIT,INI,MAIN,AFET,AFET
147.04,134.21,134.21,AFET,14,07-MAY-20,650.694,AM,2020/2002(INI),INIT,INI,MAIN,AFET,AFET
1.91,1.49,1.49,PPE,1,20-DEC-19,645.058,NR,2020/2004(INI),OUTDEC,INI,MAIN,AFET,AFET
15.51,13.64,15.1,AFET,5,20-DEC-19,645.058,PR,2020/2004(INI),OUTDEC,INI,MAIN,AFET,AFET
54.79,25.61,26.54,AFET,4,29-JAN-20,646.945,AM,2020/2004(INI),OUTDEC,INI,MAIN,AFET,AFET
21.07,12.81,13.73,DG1-DEPOT,3,25-FEB-20,645.058,RR,2020/2004(INI),OUTDEC,INI,MAIN,AFET,AFET
11.13,8.77,8.77,IMCO,1,15-APR-20,648.496,AD,2020/2012(INL),TRINI,INL,AHE,IMCO,IMCO
199.85,100.8,100.75,DG1-DEPOT,5,01-OCT-20,650.508,RR,2020/2012(INL),TRINI,INL,MHE,JURI,JURI
7.68,5.92,6.22,CULT,1,21-FEB-20,648.348,AD,2020/2012(INL),TRINI,INL,AVI,CULT,CULT
26.17,19.72,19.72,ENVI,2,28-APR-20,648.284,AD,2020/2012(INL),TRINI,INL,AVI,ENVI,ENVI
8.6,5.65,7.15,TRAN,1,14-APR-20,646.983,AD,2020/2012(INL),TRINI,INL,AHE,TRAN,TRAN
8.62,2.83,0.5,TRAN,1,14-APR-20,646.983,AD,2020/2012(INL),TRINI,INL,AHE,TRAN,TRAN
13.23,7.67,7.67,LIBE,2,18-MAY-20,652.296,AD,2020/2012(INL),TRINI,INL,AHE,LIBE,LIBE
16.35,11.88,12.59,AFET,1,07-APR-20,650.401,AD,2020/2012(INL),TRINI,INL,AHE,AFET,AFET
47.22,26.88,26.88,EMPL,2,24-JUN-20,653.864,AM,2020/2012(INL),TRINI,INL,AVI,EMPL,EMPL
11.48,9.67,9.67,EMPL,2,27-MAY-20,648.298,AD,2020/2012(INL),TRINI,INL,AVI,EMPL,EMPL
106.32,43.97,43.97,JURI,6,02-JUN-20,652.548,AM,2020/2012(INL),TRINI,INL,MHE,JURI,JURI
154.13,70.82,70.99,JURI,7,02-JUN-20,652.504,AM,2020/2012(INL),TRINI,INL,MHE,JURI,JURI
42.14,26.91,26.91,LIBE,5,16-JUN-20,653.783,AM,2020/2012(INL),TRINI,INL,AHE,LIBE,LIBE
82.35,76.01,71.73,ENVI,14,11-JUN-20,652.646,AM,2020/2012(INL),TRINI,INL,AVI,ENVI,ENVI
34.16,30.59,30.89,CULT,6,14-APR-20,650.405,AM,2020/2012(INL),TRINI,INL,AVI,CULT,CULT
1.75,1.44,1.45,EMPL,2,27-MAY-20,648.298,PA,2020/2012(INL),TRINI,INL,AVI,EMPL,EMPL
1.52,1.1,1.16,LIBE,1,18-MAY-20,652.296,PA,2020/2012(INL),TRINI,INL,AHE,LIBE,LIBE
3.53,3.29,3.3,AFET,2,07-APR-20,650.401,PA,2020/2012(INL),TRINI,INL,AHE,AFET,AFET
20.78,19.79,19.79,TRAN,5,18-MAY-20,650.44,AM,2020/2012(INL),TRINI,INL,AHE,TRAN,TRAN
2.54,2.18,2.28,TRAN,1,14-APR-20,646.983,PA,2020/2012(INL),TRINI,INL,AHE,TRAN,TRAN
43.09,39.01,39.01,JURI,8,21-APR-20,650.508,PR,2020/2012(INL),TRINI,INL,MHE,JURI,JURI
64.91,56.25,56.25,AFET,3,07-MAY-20,650.709,AM,2020/2012(INL),TRINI,INL,AHE,AFET,AFET
60.45,31.45,31.45,IMCO,5,27-MAY-20,652.393,AM,2020/2012(INL),TRINI,INL,AHE,IMCO,IMCO
1.48,1.18,1.24,CULT,1,21-FEB-20,648.348,PA,2020/2012(INL),TRINI,INL,AVI,CULT,CULT
3.21,2.84,2.84,IMCO,1,15-APR-20,648.496,PA,2020/2012(INL),TRINI,INL,AHE,IMCO,IMCO
4.03,3.44,3.6,ENVI,2,28-APR-20,648.284,PA,2020/2012(INL),TRINI,INL,AVI,ENVI,ENVI
9.15,6.96,7.38,AFET,3,07-MAY-20,650.702,AD,2020/2013(INI),INIT,INI,AHE,AFET,AFET
1.64,1.15,1.28,LIBE,1,05-JUN-20,652.639,PA,2020/2013(INI),INIT,INI,AVI,LIBE,LIBE
24.0,12.15,12.15,IMCO,3,05-JUN-20,652.52,AM,2020/2013(INI),INIT,INI,AVI,IMCO,IMCO
31.48,19.33,19.33,LIBE,5,28-JUL-20,654.068,AM,2020/2013(INI),INIT,INI,AVI,LIBE,LIBE
8.54,5.87,6.22,TRAN,2,08-MAY-20,646.912,AD,2020/2013(INI),INIT,INI,AVI,TRAN,TRAN
9.77,6.83,7.24,LIBE,3,05-JUN-20,652.639,AD,2020/2013(INI),INIT,INI,AVI,LIBE,LIBE
45.03,25.46,25.46,JURI,2,15-SEP-20,657.364,AM,2020/2013(INI),INIT,INI,MHE,JURI,JURI
27.16,13.25,13.25,TRAN,5,05-JUN-20,652.622,AM,2020/2013(INI),INIT,INI,AVI,TRAN,TRAN
37.87,34.37,32.83,AFET,5,03-JUN-20,652.56,AM,2020/2013(INI),INIT,INI,AHE,AFET,AFET
9.22,7.37,7.76,JURI,3,14-JUL-20,653.86,PR,2020/2013(INI),INIT,INI,MHE,JURI,JURI
4.62,3.53,3.74,IMCO,1,04-MAY-20,650.637,AD,2020/2013(INI),INIT,INI,AVI,IMCO,IMCO
1.58,1.25,1.32,IMCO,2,04-MAY-20,650.637,PA,2020/2013(INI),INIT,INI,AVI,IMCO,IMCO
7.26,7.06,7.06,JURI,3,29-APR-20,650.407,DT,2020/2013(INI),INIT,INI,MHE,JURI,JURI
3.2,2.59,2.86,AFET,1,07-MAY-20,650.702,PA,2020/2013(INI),INIT,INI,AHE,AFET,AFET
2.72,2.27,2.49,TRAN,1,08-MAY-20,646.912,PA,2020/2013(INI),INIT,INI,AVI,TRAN,TRAN
65.47,30.19,32.92,DG1-DEPOT,6,22-DEC-20,653.86,RR,2020/2013(INI),INIT,INI,MHE,JURI,JURI
40.21,35.02,34.96,ENVI,5,09-JUN-20,652.351,PR,2020/2006(INL),TRINI,INL,MHE,ENVI,ENVI
122.77,61.94,62.45,DG1-DEPOT,7,07-OCT-20,652.351,RR,2020/2006(INL),TRINI,INL,MHE,ENVI,ENVI
19.45,17.47,17.47,INTA,4,29-JUN-20,653.994,AM,2020/2006(INL),TRINI,INL,AHE,INTA,INTA
30.4,25.77,25.77,DEVE,6,19-JUN-20,653.848,AM,2020/2006(INL),TRINI,INL,AVI,DEVE,DEVE
9.87,8.15,8.58,DEVE,1,02-JUN-20,652.315,AD,2020/2006(INL),TRINI,INL,AVI,DEVE,DEVE
18.11,15.53,15.53,AGRI,4,28-APR-20,650.488,AD,2020/2006(INL),TRINI,INL,AVI,AGRI,AGRI
45.76,42.99,42.99,AGRI,2,04-JUN-20,652.511,AM,2020/2006(INL),TRINI,INL,AVI,AGRI,AGRI
8.48,5.8,5.77,INTA,2,02-JUN-20,652.411,AD,2020/2006(INL),TRINI,INL,AHE,INTA,INTA
297.43,132.25,251.33,ENVI,8,15-JUL-20,655.68,AM,2020/2006(INL),TRINI,INL,MHE,ENVI,ENVI
8.95,6.05,6.05,ITRE,1,19-FEB-20,646.934,AD,2020/2006(INL),TRINI,INL,AVI,ITRE,ITRE
1.69,1.36,1.36,INTA,1,02-JUN-20,652.411,PA,2020/2006(INL),TRINI,INL,AHE,INTA,INTA
1.73,1.19,1.24,ITRE,1,19-FEB-20,646.934,PA,2020/2006(INL),TRINI,INL,AVI,ITRE,ITRE
1.68,1.25,1.33,DEVE,1,02-JUN-20,652.315,PA,2020/2006(INL),TRINI,INL,AVI,DEVE,DEVE
1.69,1.28,1.35,AGRI,1,28-APR-20,650.488,PA,2020/2006(INL),TRINI,INL,AVI,AGRI,AGRI
23.9,22.69,22.69,ITRE,6,26-MAR-20,648.618,AM,2020/2006(INL),TRINI,INL,AVI,ITRE,ITRE
93.44,53.42,51.66,EMPL,6,09-OCT-20,658.923,AM,2020/2008(INI),INIT,INI,MAIN,EMPL,EMPL
93.88,53.48,51.39,EMPL,8,09-OCT-20,658.865,AM,2020/2008(INI),INIT,INI,MAIN,EMPL,EMPL
35.97,26.12,27.51,FEMM,5,28-SEP-20,658.702,AD,2020/2008(INI),INIT,INI,AVI,FEMM,FEMM
10.41,9.71,9.71,EMPL,6,11-SEP-20,657.302,PR,2020/2008(INI),INIT,INI,MAIN,EMPL,EMPL
11.27,6.32,6.81,AGRI,2,07-SEP-20,657.234,AD,2020/2008(INI),INIT,INI,AVI,AGRI,AGRI
1.66,1.29,1.42,AGRI,1,07-SEP-20,657.234,PA,2020/2008(INI),INIT,INI,AVI,AGRI,AGRI
32.08,18.22,18.4,AGRI,5,30-SEP-20,658.73,AM,2020/2008(INI),INIT,INI,AVI,AGRI,AGRI
103.8,50.02,50.02,DG1-DEPOT,6,04-MAY-21,657.302,RR,2020/2008(INI),INIT,INI,MAIN,EMPL,EMPL
5.98,4.16,4.4,CULT,1,25-MAR-20,648.619,AD,2020/2005(INL),TRINI,INL,AVI,CULT,CULT
1.33,1.08,1.08,CULT,2,25-MAR-20,648.619,PA,2020/2005(INL),TRINI,INL,AVI,CULT,CULT
19.86,18.34,18.34,CULT,4,06-MAY-20,650.482,AM,2020/2005(INL),TRINI,INL,AVI,CULT,CULT
161.47,64.97,64.97,EMPL,4,10-FEB-23,742.416,AM,2020/2005(INL),TRINI,INL,MAIN,EMPL,EMPL
14.22,12.72,12.72,EMPL,3,06-JAN-23,739.586,PR,2020/2005(INL),TRINI,INL,MAIN,EMPL,EMPL
42.73,23.95,24.36,DG1-DEPOT,2,23-MAY-23,739.586,RR,2020/2005(INL),TRINI,INL,MAIN,EMPL,EMPL
1.54,1.15,1.27,FEMM,1,12-JUN-20,653.791,PA,2020/2011(INI),IMPL,INI,AVI,FEMM,FEMM
106.98,62.11,59.25,LIBE,10,15-JUN-20,653.79,AM,2020/2011(INI),IMPL,INI,MHE,LIBE,LIBE
12.73,10.71,11.21,FEMM,4,12-JUN-20,653.791,AD,2020/2011(INI),IMPL,INI,AVI,FEMM,FEMM
24.2,17.27,18.58,EMPL,3,11-MAY-20,650.564,AD,2020/2011(INI),IMPL,INI,AHE,EMPL,EMPL
4.71,3.04,3.39,CULT,1,24-MAR-20,648.518,AD,2020/2011(INI),IMPL,INI,AVI,CULT,CULT
88.45,41.14,41.09,DG1-DEPOT,2,04-SEP-20,650.654,RR,2020/2011(INI),IMPL,INI,MHE,LIBE,LIBE
74.16,44.13,44.13,EMPL,5,04-JUN-20,652.565,AM,2020/2011(INI),IMPL,INI,AHE,EMPL,EMPL
1.77,1.46,1.47,CULT,2,24-MAR-20,648.518,PA,2020/2011(INI),IMPL,INI,AVI,CULT,CULT
16.8,14.34,16.06,LIBE,3,06-MAY-20,650.654,PR,2020/2011(INI),IMPL,INI,MHE,LIBE,LIBE
16.2,14.46,14.46,CULT,4,04-MAY-20,650.484,AM,2020/2011(INI),IMPL,INI,AVI,CULT,CULT
3.39,2.57,2.83,EMPL,1,11-MAY-20,650.564,PA,2020/2011(INI),IMPL,INI,AHE,EMPL,EMPL
13.04,9.92,10.37,CULT,1,20-FEB-20,648.287,AD,2020/2018(INL),TRINI,INL,AHE,CULT,CULT
9.9,7.42,7.42,JURI,3,14-MAY-20,652.326,AD,2020/2018(INL),TRINI,INL,AHE,JURI,JURI
117.06,67.65,67.65,DG1-DEPOT,7,07-OCT-20,648.474,RR,2020/2018(INL),TRINI,INL,MHE,IMCO,IMCO
12.43,9.27,9.76,TRAN,1,02-APR-20,648.502,AD,2020/2018(INL),TRINI,INL,AHE,TRAN,TRAN
35.09,17.71,30.71,JURI,4,23-JUN-20,653.841,AM,2020/2018(INL),TRINI,INL,AHE,JURI,JURI
13.86,12.02,12.02,LIBE,2,06-APR-20,650.375,AD,2020/2018(INL),TRINI,INL,AHE,LIBE,LIBE
44.71,41.1,41.1,LIBE,2,26-MAY-20,652.452,AM,2020/2018(INL),TRINI,INL,AHE,LIBE,LIBE
2.13,1.36,1.88,TRAN,1,02-APR-20,648.502,PA,2020/2018(INL),TRINI,INL,AHE,TRAN,TRAN
2.39,1.75,1.83,LIBE,1,06-APR-20,650.375,PA,2020/2018(INL),TRINI,INL,AHE,LIBE,LIBE
2.25,1.85,1.94,JURI,1,14-MAY-20,652.326,PA,2020/2018(INL),TRINI,INL,AHE,JURI,JURI
1.69,1.37,1.44,CULT,1,20-FEB-20,648.287,PA,2020/2018(INL),TRINI,INL,AHE,CULT,CULT
32.74,30.44,30.44,CULT,3,14-APR-20,650.393,AM,2020/2018(INL),TRINI,INL,AHE,CULT,CULT
36.36,33.54,33.54,TRAN,5,07-MAY-20,650.671,AM,2020/2018(INL),TRINI,INL,AHE,TRAN,TRAN
143.76,74.22,74.49,IMCO,7,18-MAY-20,650.712,AM,2020/2018(INL),TRINI,INL,MHE,IMCO,IMCO
127.15,59.15,59.15,IMCO,6,18-MAY-20,652.305,AM,2020/2018(INL),TRINI,INL,MHE,IMCO,IMCO
115.51,57.45,57.45,IMCO,6,18-MAY-20,652.35,AM,2020/2018(INL),TRINI,INL,MHE,IMCO,IMCO
27.46,25.63,25.63,IMCO,3,15-APR-20,648.474,PR,2020/2018(INL),TRINI,INL,MHE,IMCO,IMCO
22.91,13.1,13.1,IMCO,4,17-JUN-20,653.82,AM,2020/2016(INI),INIT,INI,AVI,IMCO,IMCO
10.17,8.33,8.61,LIBE,3,08-JUN-20,652.625,PR,2020/2016(INI),INIT,INI,MAIN,LIBE,LIBE
8.47,6.02,6.69,JURI,1,26-MAY-20,652.371,AD,2020/2016(INI),INIT,INI,AVI,JURI,JURI
31.84,29.47,29.47,JURI,7,25-JUN-20,653.89,AM,2020/2016(INI),INIT,INI,AVI,JURI,JURI
90.34,84.1,84.1,LIBE,4,17-JUL-20,655.659,AM,2020/2016(INI),INIT,INI,MAIN,LIBE,LIBE
7.04,5.37,5.67,IMCO,2,18-MAY-20,648.565,AD,2020/2016(INI),INIT,INI,AVI,IMCO,IMCO
1.58,1.21,1.28,IMCO,2,18-MAY-20,648.565,PA,2020/2016(INI),INIT,INI,AVI,IMCO,IMCO
1.29,0.99,1.04,JURI,2,26-MAY-20,652.371,PA,2020/2016(INI),INIT,INI,AVI,JURI,JURI
46.83,27.98,27.98,DG1-DEPOT,3,13-JUL-21,652.625,RR,2020/2016(INI),INIT,INI,MAIN,LIBE,LIBE
5.63,4.64,4.88,IMCO,1,10-APR-20,648.599,AD,2020/2022(INI),INIT,INI,AVI,IMCO,IMCO
39.46,23.56,25.21,DG1-DEPOT,3,28-SEP-20,650.509,RR,2020/2022(INI),INIT,INI,MAIN,LIBE,LIBE
6.8,5.19,5.46,CULT,3,23-MAR-20,648.588,AD,2020/2022(INI),INIT,INI,AVI,CULT,CULT
106.48,49.41,58.65,LIBE,2,11-JUN-20,653.762,AM,2020/2022(INI),INIT,INI,MAIN,LIBE,LIBE
1.12,0.9,0.94,CULT,2,23-MAR-20,648.588,PA,2020/2022(INI),INIT,INI,AVI,CULT,CULT
1.85,1.36,1.5,IMCO,1,10-APR-20,648.599,PA,2020/2022(INI),INIT,INI,AVI,IMCO,IMCO
17.42,16.54,16.54,CULT,2,27-APR-20,650.541,AM,2020/2022(INI),INIT,INI,AVI,CULT,CULT
9.04,7.78,8.02,LIBE,2,27-APR-20,650.509,PR,2020/2022(INI),INIT,INI,MAIN,LIBE,LIBE
33.92,19.42,19.42,IMCO,3,08-MAY-20,650.628,AM,2020/2022(INI),INIT,INI,AVI,IMCO,IMCO
3.99,2.89,3.06,IMCO,2,10-APR-20,648.6,AD,2020/2015(INI),INIT,INI,AVI,IMCO,IMCO
37.62,18.87,20.44,DG1-DEPOT,3,02-OCT-20,650.527,RR,2020/2015(INI),INIT,INI,MAIN,JURI,JURI
6.52,4.37,4.89,CULT,1,20-FEB-20,648.351,AD,2020/2015(INI),INIT,INI,AVI,CULT,CULT
6.67,4.7,4.98,TRAN,2,01-APR-20,648.605,AD,2020/2015(INI),INIT,INI,AVI,TRAN,TRAN
65.06,56.23,56.23,JURI,4,27-MAY-20,652.449,AM,2020/2015(INI),INIT,INI,MAIN,JURI,JURI
2.75,2.36,2.48,TRAN,2,01-APR-20,648.605,PA,2020/2015(INI),INIT,INI,AVI,TRAN,TRAN
29.61,25.42,25.42,CULT,4,07-APR-20,650.379,AM,2020/2015(INI),INIT,INI,AVI,CULT,CULT
12.51,10.97,11.51,JURI,3,24-APR-20,650.527,PR,2020/2015(INI),INIT,INI,MAIN,JURI,JURI
1.43,1.06,1.17,IMCO,1,10-APR-20,648.6,PA,2020/2015(INI),INIT,INI,AVI,IMCO,IMCO
1.5,1.17,1.29,CULT,2,20-FEB-20,648.351,PA,2020/2015(INI),INIT,INI,AVI,CULT,CULT
21.53,19.54,19.54,TRAN,8,19-MAY-20,652.368,AM,2020/2015(INI),INIT,INI,AVI,TRAN,TRAN
16.43,14.87,14.87,IMCO,3,07-MAY-20,650.629,AM,2020/2015(INI),INIT,INI,AVI,IMCO,IMCO
52.8,28.17,30.37,DG1-DEPOT,5,03-NOV-20,652.307,RR,2020/2009(INI),INIT,INI,MHE,LIBE,LIBE
9.45,7.41,7.8,CULT,3,27-MAR-20,648.611,AD,2020/2009(INI),INIT,INI,AHE,CULT,CULT
136.91,115.26,110.88,LIBE,6,07-JUL-20,654.073,AM,2020/2009(INI),INIT,INI,MHE,LIBE,LIBE
1.66,1.19,1.32,CULT,1,27-MAR-20,648.611,PA,2020/2009(INI),INIT,INI,AHE,CULT,CULT
16.54,13.45,13.82,LIBE,4,14-MAY-20,652.307,PR,2020/2009(INI),INIT,INI,MHE,LIBE,LIBE
31.41,29.24,29.25,CULT,5,06-MAY-20,650.615,AM,2020/2009(INI),INIT,INI,AHE,CULT,CULT
11.19,7.58,7.93,ENVI,2,07-MAY-20,647.12,AD,2020/2021(INI),INIT,INI,AVI,ENVI,ENVI
34.12,17.76,17.76,ENVI,4,05-JUN-20,647.121,AM,2020/2021(INI),INIT,INI,AVI,ENVI,ENVI
40.21,25.15,26.83,DG1-DEPOT,4,27-OCT-20,650.478,RR,2020/2021(INI),INIT,INI,MAIN,IMCO,IMCO
105.24,60.98,59.07,IMCO,6,26-JUN-20,653.97,AM,2020/2021(INI),INIT,INI,MAIN,IMCO,IMCO
1.93,1.5,1.65,ENVI,1,07-MAY-20,647.12,PA,2020/2021(INI),INIT,INI,AVI,ENVI,ENVI
15.63,13.13,14.66,IMCO,4,30-APR-20,650.478,PR,2020/2021(INI),INIT,INI,MAIN,IMCO,IMCO
6.03,4.18,4.39,CULT,1,20-MAR-20,648.593,AD,2020/2019(INL),TRINI,INL,AVI,CULT,CULT
83.01,36.58,36.58,JURI,6,05-JUN-20,652.517,AM,2020/2019(INL),TRINI,INL,MHE,JURI,JURI
13.23,9.78,9.78,IMCO,1,06-APR-20,648.645,AD,2020/2019(INL),TRINI,INL,AHE,IMCO,IMCO
69.18,36.6,36.6,DG1-DEPOT,3,09-OCT-20,650.529,RR,2020/2019(INL),TRINI,INL,MHE,JURI,JURI
82.69,33.46,3.37,JURI,2,05-JUN-20,652.466,AM,2020/2019(INL),TRINI,INL,MHE,JURI,JURI
82.69,42.5,42.54,JURI,4,05-JUN-20,652.466,AM,2020/2019(INL),TRINI,INL,MHE,JURI,JURI
31.15,28.73,28.72,JURI,2,22-APR-20,650.529,PR,2020/2019(INL),TRINI,INL,MHE,JURI,JURI
0.98,0.77,0.76,CULT,2,20-MAR-20,648.593,PA,2020/2019(INL),TRINI,INL,AVI,CULT,CULT
3.92,3.12,3.26,IMCO,1,06-APR-20,648.645,PA,2020/2019(INL),TRINI,INL,AHE,IMCO,IMCO
13.41,12.73,12.73,CULT,2,27-APR-20,650.54,AM,2020/2019(INL),TRINI,INL,AVI,CULT,CULT
53.09,25.39,25.39,IMCO,5,07-MAY-20,650.618,AM,2020/2019(INL),TRINI,INL,AHE,IMCO,IMCO
2.35,2.01,2.01,PPE,1,23-MAR-20,648.609,NR,2020/0006(COD),LEG,COD,MHE,REGI,REGI
149.27,79.72,61.35,ENVI,3,13-MAY-20,652.279,AM,2020/0006(COD),LEG,COD,AHE,ENVI,ENVI
38.38,13.67,14.32,TRAN,1,07-APR-20,648.628,AD,2020/0006(COD),LEG,COD,AVI,TRAN,TRAN
56.92,29.68,29.79,EMPL,2,21-APR-20,650.398,AD,2020/0006(COD),LEG,COD,AHE,EMPL,EMPL
129.51,59.33,59.41,REGI,5,25-MAY-20,652.417,AM,2020/0006(COD),LEG,COD,MHE,REGI,REGI
205.54,80.85,80.92,REGI,6,25-MAY-20,652.416,AM,2020/0006(COD),LEG,COD,MHE,REGI,REGI
47.57,22.57,22.45,ITRE,6,11-MAY-20,650.713,AD,2020/0006(COD),LEG,COD,AHE,ITRE,ITRE
39.14,16.18,16.18,BUDG,2,06-APR-20,648.513,AD,2020/0006(COD),LEG,COD,AHE,BUDG,BUDG
49.59,25.01,25.01,ECON,1,12-MAY-20,650.729,AD,2020/0006(COD),LEG,COD,AHE,ECON,ECON
101.54,40.59,41.17,ECON,7,02-JUN-20,652.564,AM,2020/0006(COD),LEG,COD,AHE,ECON,ECON
124.32,41.52,42.35,ECON,7,02-JUN-20,652.545,AM,2020/0006(COD),LEG,COD,AHE,ECON,ECON
346.78,122.48,122.48,DG1-DEPOT,3,15-JUL-20,648.609,RR,2020/0006(COD),LEG,COD,MHE,REGI,REGI
13.56,6.75,6.75,REGI,1,25-MAY-20,652.419,AM,2020/0006(COD),LEG,COD,MHE,REGI,REGI
33.65,14.08,14.73,AGRI,1,01-APR-20,648.613,AD,2020/0006(COD),LEG,COD,AVI,AGRI,AGRI
41.79,19.18,19.01,ENVI,5,08-APR-20,650.356,AD,2020/0006(COD),LEG,COD,AHE,ENVI,ENVI
155.58,65.52,65.81,REGI,3,25-MAY-20,652.418,AM,2020/0006(COD),LEG,COD,MHE,REGI,REGI
165.01,60.71,61.14,EMPL,6,18-MAY-20,652.272,AM,2020/0006(COD),LEG,COD,AHE,EMPL,EMPL
192.47,78.95,75.68,ITRE,10,20-MAY-20,652.409,AM,2020/0006(COD),LEG,COD,AHE,ITRE,ITRE
6.0,4.22,4.22,AGRI,2,01-APR-20,648.613,PA,2020/0006(COD),LEG,COD,AVI,AGRI,AGRI
0.64,0.36,0.5,TRAN,1,28-APR-20,650.572,AM,2020/0006(COD),LEG,COD,AVI,TRAN,TRAN
23.34,12.23,12.26,TRAN,2,07-APR-20,648.628,PA,2020/0006(COD),LEG,COD,AVI,TRAN,TRAN
43.37,25.14,25.17,EMPL,2,21-APR-20,650.398,PA,2020/0006(COD),LEG,COD,AHE,EMPL,EMPL
29.72,12.36,16.83,REGI,1,23-MAR-20,648.609,PR,2020/0006(COD),LEG,COD,MHE,REGI,REGI
7.13,3.49,3.49,BUDG,1,06-APR-20,648.513,PA,2020/0006(COD),LEG,COD,AHE,BUDG,BUDG
117.81,47.23,47.44,EMPL,4,18-MAY-20,652.31,AM,2020/0006(COD),LEG,COD,AHE,EMPL,EMPL
190.02,86.53,86.57,AGRI,6,05-MAY-20,650.653,AM,2020/0006(COD),LEG,COD,AVI,AGRI,AGRI
125.01,36.7,50.7,BUDG,9,05-MAY-20,650.648,AM,2020/0006(COD),LEG,COD,AHE,BUDG,BUDG
32.09,15.83,15.82,ITRE,4,11-MAY-20,650.713,PA,2020/0006(COD),LEG,COD,AHE,ITRE,ITRE
96.91,40.14,40.14,ITRE,5,20-MAY-20,652.41,AM,2020/0006(COD),LEG,COD,AHE,ITRE,ITRE
1.9,1.7,1.7,PPE,1,23-MAR-20,648.609,NT,2020/0006(COD),LEG,COD,MHE,REGI,REGI
25.44,5.59,5.83,ENVI,1,08-APR-20,650.356,PA,2020/0006(COD),LEG,COD,AHE,ENVI,ENVI
25.44,11.13,11.65,ENVI,1,08-APR-20,650.356,PA,2020/0006(COD),LEG,COD,AHE,ENVI,ENVI
9.45,4.65,4.65,ENVI,1,12-MAY-20,650.633,AM,2020/0006(COD),LEG,COD,AHE,ENVI,ENVI
8.74,3.6,3.62,ENVI,1,12-MAY-20,650.633,AM,2020/0006(COD),LEG,COD,AHE,ENVI,ENVI
221.72,73.72,76.85,ENVI,3,13-MAY-20,650.732,AM,2020/0006(COD),LEG,COD,AHE,ENVI,ENVI
37.72,22.69,22.7,ECON,4,12-MAY-20,650.729,PA,2020/0006(COD),LEG,COD,AHE,ECON,ECON
122.76,48.1,48.19,TRAN,4,28-APR-20,650.571,AM,2020/0006(COD),LEG,COD,AVI,TRAN,TRAN
3.36,2.83,2.98,IMCO,1,20-MAR-20,648.346,PA,2020/2023(INI),OUTDEC,INI,AVI,IMCO,IMCO
12.94,11.75,11.75,PETI,2,01-APR-20,650.354,AM,2020/2023(INI),OUTDEC,INI,AVI,PETI,PETI
6.55,4.58,4.75,PECH,2,09-MAR-20,648.399,AD,2020/2023(INI),OUTDEC,INI,AVI,PECH,PECH
13.25,11.93,11.94,EMPL,2,26-MAY-20,650.569,AL,2020/2023(INI),OUTDEC,INI,AVI,EMPL,EMPL
0.12,0.1,1.4,BUDG,4,09-MAR-20,648.428,PA,2020/2023(INI),OUTDEC,INI,AVI,BUDG,BUDG
4.02,3.6,3.97,CULT,1,12-MAY-20,650.453,AL,2020/2023(INI),OUTDEC,INI,AVI,CULT,CULT
3.22,2.79,3.11,DEVE,3,22-APR-20,650.471,AL,2020/2023(INI),OUTDEC,INI,AVI,DEVE,DEVE
5.03,2.96,3.33,REGI,1,10-MAR-20,648.359,AD,2020/2023(INI),OUTDEC,INI,AVI,REGI,REGI
