GROSS_SPA,NET_SPA,NET_SUBMITTED,REQUESTER_CODE,FDR_VERSION,DOC_DATE,PE_NO,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
0.68,0.42,0.5,DG1,2,12-MAY-22,731.614,AM,2022/2681(RSP),RESQ,RSP,MAIN,ENVI,ENVI
0.96,0.59,0.6,DG1,2,12-MAY-22,731.614,AM,2022/2681(RSP),RESQ,RSP,MAIN,ENVI,ENVI
6.22,5.49,5.49,ENVI,5,12-MAY-22,731.614,RD,2022/2681(RSP),RESQ,RSP,MAIN,ENVI,ENVI
80.72,52.12,52.12,CULT,9,24-NOV-22,739.506,AM,2022/0155(COD),LEG,COD,AVI,CULT,CULT
21.21,11.2,11.2,BUDG,5,27-JAN-23,740.759,PA,2022/0155(COD),LEG,COD,AVI,BUDG,BUDG
81.12,37.53,37.53,IMCO,6,08-FEB-23,740.727,PA,2022/0155(COD),LEG,COD,AHE,IMCO,IMCO
21.2,6.54,6.54,BUDG,4,27-JAN-23,740.759,PA,2022/0155(COD),LEG,COD,AVI,BUDG,BUDG
14.14,9.64,9.64,CULT,3,18-OCT-22,737.365,PA,2022/0155(COD),LEG,COD,AVI,CULT,CULT
76.16,30.99,30.99,FEMM,3,05-APR-23,746.64,AD,2022/0155(COD),LEG,COD,AVI,FEMM,FEMM
139.99,53.02,53.02,IMCO,9,08-FEB-23,740.727,AD,2022/0155(COD),LEG,COD,AHE,IMCO,IMCO
26.87,11.44,11.44,CULT,7,18-OCT-22,737.365,AD,2022/0155(COD),LEG,COD,AVI,CULT,CULT
74.68,19.68,0.5,LIBE,3,30-MAY-23,749.192,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
148.61,34.38,0.5,LIBE,5,30-MAY-23,749.189,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
160.14,34.28,0.5,LIBE,2,30-MAY-23,749.191,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
213.1,50.61,0.5,LIBE,2,30-MAY-23,746.814,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
148.7,32.02,0.5,LIBE,2,30-MAY-23,749.19,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
228.82,91.17,95.1,FEMM,4,08-MAY-23,746.982,AM,2022/0155(COD),LEG,COD,AVI,FEMM,FEMM
28.17,7.6,8.04,BUDG,1,27-JAN-23,740.759,AD,2022/0155(COD),LEG,COD,AVI,BUDG,BUDG
126.07,53.19,53.19,LIBE,6,19-APR-23,746.811,PR,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
25.34,13.52,13.52,FEMM,6,05-APR-23,746.64,PA,2022/0155(COD),LEG,COD,AVI,FEMM,FEMM
209.07,74.06,74.22,LIBE,6,30-MAY-23,746.814,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
144.57,64.75,64.79,LIBE,6,30-MAY-23,749.189,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
146.74,55.91,55.91,LIBE,4,30-MAY-23,749.19,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
156.85,61.22,61.22,LIBE,4,30-MAY-23,749.191,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
72.18,27.31,27.31,LIBE,5,30-MAY-23,749.192,AM,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
508.45,155.94,155.94,DG1-DEPOT,3,15-NOV-23,746.811,RR,2022/0155(COD),LEG,COD,MHE,LIBE,LIBE
66.84,29.79,29.79,IMCO,6,09-MAR-23,745.291,AM,2022/0155(COD),LEG,COD,AHE,IMCO,IMCO
162.21,67.13,67.13,IMCO,8,09-MAR-23,745.22,AM,2022/0155(COD),LEG,COD,AHE,IMCO,IMCO
117.53,47.77,47.77,IMCO,2,18-JAN-23,740.643,AM,2022/0147(COD),LEG,COD,MHE,IMCO,IMCO
88.96,35.54,35.54,ECON,5,28-OCT-22,737.451,AM,2022/0147(COD),LEG,COD,AHE,ECON,ECON
10.67,4.2,4.2,ECON,1,10-OCT-22,736.617,PA,2022/0147(COD),LEG,COD,AHE,ECON,ECON
22.09,7.77,7.77,ECON,2,10-OCT-22,736.617,AD,2022/0147(COD),LEG,COD,AHE,ECON,ECON
24.3,10.94,10.94,IMCO,3,21-NOV-22,738.712,PR,2022/0147(COD),LEG,COD,MHE,IMCO,IMCO
60.73,21.15,21.15,DG1-DEPOT,2,28-MAR-23,738.712,RR,2022/0147(COD),LEG,COD,MHE,IMCO,IMCO
54.12,24.99,24.99,ECON,7,19-JAN-23,739.748,AM,2022/0154(CNS),LEG,CNS,MAIN,ECON,ECON
13.66,9.82,9.82,ECON,2,06-DEC-22,738.463,PR,2022/0154(CNS),LEG,CNS,MAIN,ECON,ECON
22.44,9.26,9.26,DG1-DEPOT,2,01-DEC-23,738.463,RR,2022/0154(CNS),LEG,CNS,MAIN,ECON,ECON
71.61,38.71,38.71,DG1-DEPOT,1,12-OCT-22,734.279,RR,2022/0165(NLE),CNPE,NLE,MAIN,EMPL,EMPL
286.04,100.76,100.76,EMPL,4,29-AUG-22,735.77,AM,2022/0165(NLE),CNPE,NLE,MAIN,EMPL,EMPL
57.97,36.67,36.67,EMPL,3,04-JUL-22,734.279,PR,2022/0165(NLE),CNPE,NLE,MAIN,EMPL,EMPL
8.76,7.9,7.9,DG1,2,13-JUL-22,734.209,RE,2022/2692(RSP),RESQ,RSP,MAIN,INTA,INTA
18.9,11.21,11.21,DG1,11,14-JUN-22,732.689,RE,2022/2694(RSP),RESC,RSP,MAIN,ENVI,ENVI
3.61,1.43,1.43,DG1-DEPOT,1,24-OCT-23,752.684,RR,2023/0038(NLE),APPE,NLE,MAIN,INTA,INTA
2.42,1.5,1.5,INTA,1,18-AUG-23,752.684,PR,2023/0038(NLE),APPE,NLE,MAIN,INTA,INTA
4.26,1.78,1.78,DG1-DEPOT,1,27-JUN-23,746.711,RR,2023/0036(NLE),APPE,NLE,MAIN,INTA,INTA
2.92,1.36,1.36,INTA,1,02-MAY-23,746.711,PR,2023/0036(NLE),APPE,NLE,MAIN,INTA,INTA
3.83,1.5,1.5,DG1-DEPOT,2,08-SEP-23,752.761,RR,2023/0900(NLE),APPE,NLE,MAIN,AFCO,AFCO
2.79,2.03,2.03,AFCO,1,07-SEP-23,752.761,PR,2023/0900(NLE),APPE,NLE,MAIN,AFCO,AFCO
0.49,0.25,0.5,AFCO,1,08-SEP-23,752.91,AM,2023/0900(NLE),APPE,NLE,MAIN,AFCO,AFCO
26.31,12.6,12.6,LIBE,2,10-OCT-23,753.778,PR,2023/0093(COD),LEG,COD,MAIN,LIBE,LIBE
69.66,27.94,27.94,LIBE,4,08-NOV-23,756.024,AM,2023/0093(COD),LEG,COD,MAIN,LIBE,LIBE
55.34,20.97,20.97,DG1-DEPOT,4,23-JAN-24,753.778,RR,2023/0093(COD),LEG,COD,MAIN,LIBE,LIBE
3.45,1.18,1.18,DEVE,1,29-AUG-23,752.754,AD,2023/0147(NLE),APPE,NLE,AVI,DEVE,DEVE
5.87,4.76,4.76,PECH,6,04-OCT-23,753.774,PR,2023/0147(NLE),APPE,NLE,MAIN,PECH,PECH
2.74,2.32,2.32,DEVE,1,29-AUG-23,752.754,PA,2023/0147(NLE),APPE,NLE,AVI,DEVE,DEVE
2.95,1.39,1.39,BUDG,1,26-OCT-23,755.002,PA,2023/0147(NLE),APPE,NLE,AVI,BUDG,BUDG
4.22,1.4,1.4,BUDG,1,26-OCT-23,755.002,AD,2023/0147(NLE),APPE,NLE,AVI,BUDG,BUDG
14.68,4.76,4.76,DG1-DEPOT,1,30-NOV-23,753.774,RR,2023/0147(NLE),APPE,NLE,MAIN,PECH,PECH
27.39,24.14,24.14,CONT,9,18-JUL-23,751.827,PR,2023/0804(NLE),APPO,NLE,MAIN,CONT,CONT
27.73,8.09,8.09,DG1-DEPOT,1,05-SEP-23,751.827,RR,2023/0804(NLE),APPO,NLE,MAIN,CONT,CONT
22.61,13.63,13.63,AGRI,5,16-JUN-22,734.079,AM,2022/2020(INI),INIT,INI,AVI,AGRI,AGRI
11.99,9.53,9.53,AGRI,4,17-MAY-22,731.787,AD,2022/2020(INI),INIT,INI,AVI,AGRI,AGRI
1.36,1.16,1.16,AGRI,4,17-MAY-22,731.787,PA,2022/2020(INI),INIT,INI,AVI,AGRI,AGRI
9.97,9.17,9.17,CONT,12,26-JUN-23,731.616,PR,2022/2020(INI),INIT,INI,MAIN,CONT,CONT
0.35,0.21,0.5,CONT,1,12-OCT-23,754.727,DT,2022/2020(INI),INIT,INI,MAIN,CONT,CONT
34.83,15.11,15.11,CONT,2,11-SEP-23,752.911,AM,2022/2020(INI),INIT,INI,MAIN,CONT,CONT
32.52,13.7,13.7,DG1-DEPOT,1,16-OCT-23,731.616,RR,2022/2020(INI),INIT,INI,MAIN,CONT,CONT
1.49,1.14,1.26,TRAN,6,06-OCT-22,737.197,PA,2022/2021(INI),INIT,INI,AHE,TRAN,TRAN
27.63,20.16,20.16,TRAN,4,08-NOV-22,738.504,AM,2022/2021(INI),INIT,INI,AHE,TRAN,TRAN
11.59,9.89,11.18,CONT,3,20-JAN-23,729.931,PR,2022/2021(INI),INIT,INI,MHE,CONT,CONT
23.92,10.79,10.79,CONT,3,01-MAR-23,742.682,AM,2022/2021(INI),INIT,INI,MHE,CONT,CONT
20.18,11.39,15.85,DG1-DEPOT,6,25-APR-23,729.931,RR,2022/2021(INI),INIT,INI,MHE,CONT,CONT
14.7,12.24,12.24,TRAN,8,06-OCT-22,737.197,AD,2022/2021(INI),INIT,INI,AHE,TRAN,TRAN
6.88,6.01,6.01,TRAN,3,20-MAY-22,732.576,PR,2022/2022(INI),INIT,INI,MAIN,TRAN,TRAN
61.73,35.44,35.44,TRAN,2,21-JUN-22,732.93,AM,2022/2022(INI),INIT,INI,MAIN,TRAN,TRAN
19.49,15.07,15.07,DG1-DEPOT,3,12-OCT-22,732.576,RR,2022/2022(INI),INIT,INI,MAIN,TRAN,TRAN
7.89,6.63,6.63,REGI,4,30-SEP-22,736.715,AD,2022/2023(INI),INIT,INI,AVI,REGI,REGI
1.31,1.16,1.16,REGI,3,30-SEP-22,736.715,PA,2022/2023(INI),INIT,INI,AVI,REGI,REGI
11.62,10.01,10.01,TRAN,6,07-SEP-22,736.365,PR,2022/2023(INI),INIT,INI,MAIN,TRAN,TRAN
114.43,68.42,68.42,TRAN,4,18-OCT-22,737.364,AM,2022/2023(INI),INIT,INI,MAIN,TRAN,TRAN
17.55,12.05,12.05,REGI,3,09-NOV-22,738.517,AM,2022/2023(INI),INIT,INI,AVI,REGI,REGI
43.61,32.02,35.0,DG1-DEPOT,5,28-MAR-23,736.365,RR,2022/2023(INI),INIT,INI,MAIN,TRAN,TRAN
13.89,11.91,11.91,FEMM,4,13-JAN-23,740.699,RD,2022/2839(RSP),RESQ,RSP,MAIN,FEMM,FEMM
14.09,5.32,5.32,DG1,7,13-JAN-23,740.699,RE,2022/2839(RSP),RESQ,RSP,MAIN,FEMM,FEMM
155.07,71.81,71.86,EMPL,5,14-OCT-22,737.302,AM,2022/2840(RSP),RESQ,RSP,MAIN,EMPL,EMPL
21.5,19.46,19.46,DG1,13,27-SEP-22,736.515,RE,2022/2840(RSP),RESQ,RSP,MAIN,EMPL,EMPL
7.96,6.92,6.92,EMPL,3,27-SEP-22,736.515,RD,2022/2840(RSP),RESQ,RSP,MAIN,EMPL,EMPL
0.93,0.37,0.51,DG1,2,27-SEP-22,736.515,AM,2022/2840(RSP),RESQ,RSP,MAIN,EMPL,EMPL
1.13,0.59,0.59,DG1,2,27-SEP-22,736.515,AM,2022/2840(RSP),RESQ,RSP,MAIN,EMPL,EMPL
1.53,0.54,0.54,DG1,2,27-SEP-22,736.515,AM,2022/2840(RSP),RESQ,RSP,MAIN,EMPL,EMPL
1.25,0.5,0.51,DG1,2,27-SEP-22,736.515,AM,2022/2840(RSP),RESQ,RSP,MAIN,EMPL,EMPL
2.71,1.22,1.22,INTA,1,16-FEB-23,742.42,PR,2022/0377(NLE),APPE,NLE,MAIN,INTA,INTA
4.59,2.13,2.13,DG1-DEPOT,1,28-APR-23,742.42,RR,2022/0377(NLE),APPE,NLE,MAIN,INTA,INTA
10.92,9.65,9.65,DG1,8,26-JUN-23,750.043,RE,2023/2726(RPS),COMSC,RPS,MAIN,ENVI,ENVI
82.19,31.27,31.27,TRAN,4,25-SEP-23,752.942,AM,2023/0171(COD),LEG,COD,MAIN,TRAN,TRAN
4.75,3.59,3.59,PECH,1,19-SEP-23,753.445,PA,2023/0171(COD),LEG,COD,AVI,PECH,PECH
10.15,5.89,5.89,TRAN,1,04-SEP-23,752.749,PR,2023/0171(COD),LEG,COD,MAIN,TRAN,TRAN
38.78,13.85,13.85,PECH,3,13-OCT-23,754.769,AM,2023/0171(COD),LEG,COD,AVI,PECH,PECH
34.4,11.79,21.66,DG1-DEPOT,2,16-NOV-23,752.749,RR,2023/0171(COD),LEG,COD,MAIN,TRAN,TRAN
4.35,2.97,2.97,PECH,1,19-SEP-23,752.995,PA,2023/0172(COD),LEG,COD,AVI,PECH,PECH
10.68,6.45,6.45,TRAN,1,19-SEP-23,753.548,PR,2023/0172(COD),LEG,COD,MAIN,TRAN,TRAN
16.9,6.3,6.3,PECH,1,19-SEP-23,752.995,AD,2023/0172(COD),LEG,COD,AVI,PECH,PECH
32.99,15.98,15.98,TRAN,5,13-OCT-23,754.747,AM,2023/0172(COD),LEG,COD,MAIN,TRAN,TRAN
19.29,8.52,14.69,DG1-DEPOT,4,07-DEC-23,753.548,RR,2023/0172(COD),LEG,COD,MAIN,TRAN,TRAN
18.78,9.45,9.45,PECH,2,13-OCT-23,754.771,AM,2023/0172(COD),LEG,COD,AVI,PECH,PECH
12.79,6.3,6.3,PECH,1,21-SEP-23,753.474,PA,2023/0163(COD),LEG,COD,AVI,PECH,PECH
57.75,16.59,29.73,DG1-DEPOT,3,08-DEC-23,753.514,RR,2023/0163(COD),LEG,COD,MAIN,TRAN,TRAN
25.89,8.53,8.53,PECH,3,21-SEP-23,753.474,AD,2023/0163(COD),LEG,COD,AVI,PECH,PECH
25.47,6.7,6.7,BUDG,1,03-OCT-23,753.727,AD,2023/0163(COD),LEG,COD,AVI,BUDG,BUDG
29.31,13.81,13.81,TRAN,3,19-SEP-23,753.514,PR,2023/0163(COD),LEG,COD,MAIN,TRAN,TRAN
12.11,4.02,4.02,BUDG,1,13-OCT-23,754.763,AM,2023/0163(COD),LEG,COD,AVI,BUDG,BUDG
19.41,8.59,8.59,BUDG,2,03-OCT-23,753.727,PA,2023/0163(COD),LEG,COD,AVI,BUDG,BUDG
36.35,13.4,13.4,TRAN,3,12-OCT-23,754.711,AM,2023/0163(COD),LEG,COD,MAIN,TRAN,TRAN
25.98,11.16,11.16,PECH,2,13-OCT-23,754.767,AM,2023/0163(COD),LEG,COD,AVI,PECH,PECH
1.74,1.2,1.38,AGRI,1,07-SEP-23,752.84,AL,2023/0199(COD),LEG,COD,AVI,AGRI,AGRI
192.88,67.98,67.98,DG1-DEPOT,5,11-OCT-23,752.782,RR,2023/0199(COD),LEG,COD,MHE,BUDG,CJ44
42.07,10.51,10.51,REGI,1,25-SEP-23,753.469,AD,2023/0199(COD),LEG,COD,AHE,REGI,REGI
4.69,4.34,4.34,AFET,1,20-SEP-23,752.672,AL,2023/0199(COD),LEG,COD,AVI,AFET,AFET
259.81,99.07,93.53,CJ44,3,08-SEP-23,752.907,AM,2023/0199(COD),LEG,COD,MHE,BUDG,CJ44
3.54,1.17,1.17,CJ44,1,08-SEP-23,752.908,AM,2023/0199(COD),LEG,COD,MHE,BUDG,CJ44
42.07,18.33,18.33,REGI,1,25-SEP-23,753.469,AD,2023/0199(COD),LEG,COD,AHE,REGI,REGI
4.21,1.9,1.9,REGI,1,06-SEP-23,752.819,AM,2023/0199(COD),LEG,COD,AHE,REGI,REGI
149.43,56.02,56.02,REGI,7,06-SEP-23,752.82,AM,2023/0199(COD),LEG,COD,AHE,REGI,REGI
32.1,13.88,13.88,ECON,1,12-SEP-23,752.951,AM,2023/0199(COD),LEG,COD,AHE,ECON,ECON
55.08,28.22,28.61,CJ44,2,04-SEP-23,752.782,PR,2023/0199(COD),LEG,COD,MHE,BUDG,CJ44
28.1,10.42,10.42,ENVI,1,06-SEP-23,752.832,AM,2023/0199(COD),LEG,COD,AHE,ENVI,ENVI
56.31,21.9,21.9,EMPL,3,06-SEP-23,752.83,AM,2023/0199(COD),LEG,COD,AHE,EMPL,EMPL
17.13,6.83,6.83,EMPL,1,03-OCT-23,753.709,AD,2023/0199(COD),LEG,COD,AHE,EMPL,EMPL
5.81,2.89,2.89,ENVI,1,03-OCT-23,753.684,AD,2023/0199(COD),LEG,COD,AHE,ENVI,ENVI
31.66,10.18,10.18,ECON,1,06-SEP-23,752.779,AD,2023/0199(COD),LEG,COD,AHE,ECON,ECON
21.62,9.42,9.42,ECON,2,06-SEP-23,752.779,PA,2023/0199(COD),LEG,COD,AHE,ECON,ECON
5.62,3.54,3.54,CONT,1,08-AUG-23,751.858,AL,2023/0200(COD),LEG,COD,AVI,CONT,CONT
116.79,50.75,92.89,DG1-DEPOT,1,05-OCT-23,751.825,RR,2023/0200(COD),LEG,COD,MAIN,AFET,CJ15
2.59,2.08,2.39,AGRI,1,06-SEP-23,752.745,AL,2023/0200(COD),LEG,COD,AVI,AGRI,AGRI
41.67,17.65,17.65,CJ15,7,20-JUL-23,751.825,PR,2023/0200(COD),LEG,COD,MAIN,AFET,CJ15
128.57,53.34,53.34,CJ15,4,07-SEP-23,752.862,AM,2023/0200(COD),LEG,COD,MAIN,AFET,CJ15
155.7,67.05,67.06,CJ15,6,07-SEP-23,752.875,AM,2023/0200(COD),LEG,COD,MAIN,AFET,CJ15
17.56,6.69,6.69,DG1-DEPOT,3,22-FEB-24,758.992,RR,2023/0201(APP),LEG,APP,MAIN,BUDG,BUDG
16.06,11.72,11.72,BUDG,2,15-FEB-24,759.062,AM,2023/0201(APP),LEG,APP,MAIN,BUDG,BUDG
10.15,4.55,7.57,BUDG,1,29-AUG-23,752.755,PR,2023/0297(BUD),MOFU,BUD,MAIN,BUDG,BUDG
11.74,3.86,11.74,DG1-DEPOT,1,20-SEP-23,752.755,RR,2023/0297(BUD),MOFU,BUD,MAIN,BUDG,BUDG
5.53,2.88,2.88,BUDG,1,07-SEP-23,752.788,AM,2023/0297(BUD),MOFU,BUD,MAIN,BUDG,BUDG
6.03,4.52,4.52,EMPL,2,25-OCT-23,754.835,AL,2023/0352(BUD),MOFU,BUD,AVI,EMPL,EMPL
18.51,5.37,5.37,DG1-DEPOT,2,09-NOV-23,754.729,RR,2023/0352(BUD),MOFU,BUD,MAIN,BUDG,BUDG
2.19,0.72,0.72,BUDG,1,26-OCT-23,754.987,AM,2023/0352(BUD),MOFU,BUD,MAIN,BUDG,BUDG
10.61,4.71,4.71,BUDG,2,13-OCT-23,754.729,PR,2023/0352(BUD),MOFU,BUD,MAIN,BUDG,BUDG
25.72,14.79,14.79,AGRI,4,30-OCT-23,754.955,AM,2023/0260R(NLE),RI,NLE,AVI,AGRI,AGRI
8.93,7.82,7.82,CJ38,4,20-OCT-23,754.899,PR,2023/0260R(NLE),RI,NLE,MAIN,AFET,CJ38
27.99,16.18,19.9,DG1-DEPOT,5,30-JAN-24,754.899,RR,2023/0260R(NLE),RI,NLE,MAIN,AFET,CJ38
67.27,34.73,34.73,CJ38,5,23-NOV-23,756.299,AM,2023/0260R(NLE),RI,NLE,MAIN,AFET,CJ38
3.75,1.16,1.16,DG1-DEPOT,1,23-FEB-24,758.768,RR,2023/0419(NLE),CNPE,NLE,MAIN,ECON,ECON
3.19,1.89,1.89,ECON,1,06-FEB-24,758.768,PR,2023/0419(NLE),CNPE,NLE,MAIN,ECON,ECON
24.56,8.17,8.17,DG1-DEPOT,1,27-APR-22,719.763,RR,2022/0802(NLE),APPO,NLE,MAIN,CONT,CONT
25.94,20.88,20.88,CONT,10,15-MAR-22,719.763,PR,2022/0802(NLE),APPO,NLE,MAIN,CONT,CONT
22.09,11.65,11.65,JURI,6,18-JAN-23,740.764,PA,2022/0167(COD),LEG,COD,AHE,JURI,JURI
33.82,15.06,15.06,BUDG,4,02-MAR-23,739.823,AM,2022/0167(COD),LEG,COD,AVI,BUDG,BUDG
53.55,21.41,21.41,JURI,3,14-FEB-23,742.505,AM,2022/0167(COD),LEG,COD,AHE,JURI,JURI
43.74,19.19,19.19,LIBE,5,14-FEB-23,742.501,PR,2022/0167(COD),LEG,COD,MHE,LIBE,LIBE
34.11,19.17,19.17,BUDG,7,25-JAN-23,739.737,PA,2022/0167(COD),LEG,COD,AVI,BUDG,BUDG
78.13,29.62,46.42,DG1-DEPOT,4,26-MAY-23,742.501,RR,2022/0167(COD),LEG,COD,MHE,LIBE,LIBE
37.24,12.73,12.73,JURI,4,18-JAN-23,740.764,AD,2022/0167(COD),LEG,COD,AHE,JURI,JURI
34.31,14.07,14.07,BUDG,4,25-JAN-23,739.737,AD,2022/0167(COD),LEG,COD,AVI,BUDG,BUDG
144.53,54.94,54.94,LIBE,5,10-MAR-23,745.293,AM,2022/0167(COD),LEG,COD,MHE,LIBE,LIBE
20.78,13.32,13.32,DG1,9,30-SEP-22,735.506,RE,2022/2785(RSP),RESC,RSP,MAIN,ENVI,ENVI
3.73,2.41,2.41,BUDG,2,13-APR-23,746.642,PR,2023/0080(BUD),BUD,BUD,MAIN,BUDG,BUDG
4.65,1.65,1.65,DG1-DEPOT,1,23-MAY-23,746.642,RR,2023/0080(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.14,0.5,0.5,BUDG,1,11-MAY-23,746.728,AM,2023/0080(BUD),BUD,BUD,MAIN,BUDG,BUDG
44.48,21.27,21.27,ECON,3,03-OCT-23,753.698,PR,2023/0115(COD),LEG,COD,MAIN,ECON,ECON
65.29,31.67,61.58,DG1-DEPOT,8,22-MAR-24,753.698,RR,2023/0115(COD),LEG,COD,MAIN,ECON,ECON
149.24,59.48,59.49,ECON,4,06-NOV-23,754.693,AM,2023/0115(COD),LEG,COD,MAIN,ECON,ECON
9.78,8.46,8.46,PETI,5,18-APR-23,748.992,RD,2023/2668(RSP),DECL,RSP,MAIN,PETI,PETI
9.93,5.45,5.45,DG1,6,18-APR-23,748.992,RE,2023/2668(RSP),DECL,RSP,MAIN,PETI,PETI
8.84,7.58,7.58,DG1,4,15-JUN-23,749.941,RE,2023/2670(RSP),RESQ,RSP,MAIN,CULT,CULT
0.69,0.46,0.5,DG1,2,15-JUN-23,749.941,AM,2023/2670(RSP),RESQ,RSP,MAIN,CULT,CULT
1.01,0.4,0.5,DG1,2,15-JUN-23,749.941,AM,2023/2670(RSP),RESQ,RSP,MAIN,CULT,CULT
2.39,1.8,1.8,AGRI,2,26-MAY-23,749.028,RD,2023/2676(DEA),DEAEX,DEA,MAIN,AGRI,AGRI
2.37,0.66,0.66,DG1,2,26-MAY-23,749.028,RE,2023/2676(DEA),DEAEX,DEA,MAIN,AGRI,AGRI
19.35,7.14,7.14,DG1,4,21-SEP-23,752.697,RE,2023/2809(RSP),RESC,RSP,MAIN,ENVI,ENVI
16.21,6.47,6.47,DG1,4,21-SEP-23,752.699,RE,2023/2810(RSP),RESC,RSP,MAIN,ENVI,ENVI
6.97,3.13,3.13,IMCO,1,04-OCT-23,753.741,PR,2023/0307(COD),LEG,COD,MAIN,IMCO,IMCO
12.58,5.06,5.06,DG1-DEPOT,1,30-NOV-23,753.741,RR,2023/0307(COD),LEG,COD,MAIN,IMCO,IMCO
5.89,4.85,4.85,ENVI,3,22-MAR-24,759.989,PR,2023/0353(NLE),APPE,NLE,MAIN,ENVI,ENVI
2.91,2.63,2.63,PECH,1,23-JAN-24,758.196,PA,2023/0353(NLE),APPE,NLE,AVI,PECH,PECH
0.61,0.33,0.5,ENVI,2,11-APR-24,760.94,AM,2023/0353(NLE),APPE,NLE,MAIN,ENVI,ENVI
4.03,1.32,1.32,PECH,1,23-JAN-24,758.196,AD,2023/0353(NLE),APPE,NLE,AVI,PECH,PECH
11.6,4.45,4.45,DG1-DEPOT,1,18-APR-24,759.989,RR,2023/0353(NLE),APPE,NLE,MAIN,ENVI,ENVI
35.18,19.78,19.78,CULT,3,10-FEB-23,742.481,PA,2022/0117(COD),LEG,COD,AVI,CULT,CULT
110.71,49.8,49.8,LIBE,7,03-APR-23,746.644,AM,2022/0117(COD),LEG,COD,AHE,LIBE,LIBE
47.68,19.36,35.49,DG1-DEPOT,4,27-JUN-23,745.17,RR,2022/0117(COD),LEG,COD,MHE,JURI,JURI
32.04,13.15,13.15,CULT,3,10-FEB-23,742.481,AD,2022/0117(COD),LEG,COD,AVI,CULT,CULT
132.66,57.93,54.71,JURI,3,05-APR-23,746.688,AM,2022/0117(COD),LEG,COD,MHE,JURI,JURI
111.1,48.3,48.3,JURI,1,05-APR-23,746.688,AM,2022/0117(COD),LEG,COD,MHE,JURI,JURI
42.18,18.7,18.7,LIBE,4,07-MAR-23,745.244,AD,2022/0117(COD),LEG,COD,AHE,LIBE,LIBE
28.12,15.37,15.37,JURI,2,02-MAR-23,745.17,PR,2022/0117(COD),LEG,COD,MHE,JURI,JURI
82.62,35.14,35.14,CULT,4,09-MAR-23,745.281,AM,2022/0117(COD),LEG,COD,AVI,CULT,CULT
19.33,13.07,13.07,LIBE,4,07-MAR-23,745.244,PA,2022/0117(COD),LEG,COD,AHE,LIBE,LIBE
1.57,1.38,1.38,PPE,2,19-SEP-22,735.816,NT,2022/2037(INI),ANRE,INI,MAIN,ECON,ECON
103.77,49.63,50.92,ECON,6,14-OCT-22,737.181,AM,2022/2037(INI),ANRE,INI,MAIN,ECON,ECON
17.31,12.94,12.94,DG1-DEPOT,2,06-FEB-23,735.816,RR,2022/2037(INI),ANRE,INI,MAIN,ECON,ECON
5.38,4.61,4.61,ECON,4,19-SEP-22,735.816,PR,2022/2037(INI),ANRE,INI,MAIN,ECON,ECON
21.59,15.12,15.12,IMCO,2,17-NOV-22,738.445,AM,2022/2038(INI),IMPL,INI,AVI,IMCO,IMCO
1.64,1.28,1.28,IMCO,3,03-OCT-22,734.307,PA,2022/2038(INI),IMPL,INI,AVI,IMCO,IMCO
9.79,7.86,7.86,IMCO,4,03-OCT-22,734.307,AD,2022/2038(INI),IMPL,INI,AVI,IMCO,IMCO
60.04,39.02,39.02,CULT,5,13-JAN-23,740.672,AM,2022/2038(INI),IMPL,INI,MAIN,CULT,CULT
14.48,12.53,13.31,CULT,5,10-NOV-22,738.565,PR,2022/2038(INI),IMPL,INI,MAIN,CULT,CULT
26.59,17.72,20.89,DG1-DEPOT,7,30-MAR-23,738.565,RR,2022/2038(INI),IMPL,INI,MAIN,CULT,CULT
1.01,0.69,0.69,BUDG,1,13-JUL-22,735.47,AM,2021/0429R(APP),RI,APP,MAIN,BUDG,BUDG
9.28,5.63,5.63,BUDG,4,31-MAY-22,732.546,PR,2021/0429R(APP),RI,APP,MAIN,BUDG,BUDG
3.97,1.22,1.22,BUDG,1,13-JUL-22,735.475,AM,2021/0429R(APP),RI,APP,MAIN,BUDG,BUDG
10.38,3.2,3.2,DG1-DEPOT,1,31-AUG-22,732.546,RR,2021/0429R(APP),RI,APP,MAIN,BUDG,BUDG
96.82,39.53,39.53,EMPL,6,14-NOV-22,738.59,AM,2022/0134(COD),RCST,COD,AHE,EMPL,EMPL
76.49,42.61,42.72,LIBE,2,09-NOV-22,738.503,PR,2022/0134(COD),RCST,COD,MHE,LIBE,LIBE
40.38,15.65,15.65,EMPL,2,11-OCT-22,736.592,AD,2022/0134(COD),RCST,COD,AHE,EMPL,EMPL
